what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291235835540
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235836275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235839980
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1291235842672
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235846336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235849795
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235854294
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235856322
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291235856491
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291235856559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235860202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235870762
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235872338
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235872817
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1291235873097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235875947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235879837
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291235879998
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291235880054
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235881664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235887282
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235892423
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235893617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235904258
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235905954
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291235906685
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1291235907217
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1291235907218
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1291235907219
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1291235907220
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1291235907220
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1291235907221
stopped,bundle,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.adt",1291235907221
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1291235907221
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1291235907222
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1291235907223
